Phase,Iteration,Time,Total time,Distance,TotalDistance,Speed,Acceleration,F Motor,F Res,F Total,F Motor/TM,F Res/TM,Torque,RPM,P_motor Out,P_motor In,P_vvvf, P_catenary,Catenary current,VVVF current
Braking,475,3.43717,250.809,17.2482,7504.69,60.1222,-0.127406,-88.7771,11.6024,-88.7771,-3.69905,1.93374,-12.7247,1112.64,1512.89,1699.88,1770.7,1800.7,1200.47,1180.47
Braking,476,3.46131,254.27,17.124,7521.81,59.6648,-0.127406,-89.4475,11.5173,-89.4475,-3.72698,1.91955,-12.8208,1104.18,1512.72,1699.68,1770.5,1800.5,1200.33,1180.33
Braking,477,3.48596,257.756,16.9988,7538.81,59.2039,-0.127406,-90.1332,11.432,-90.1332,-3.75555,1.90533,-12.9191,1095.65,1512.54,1699.48,1770.29,1800.29,1200.2,1180.2
Braking,478,3.51115,261.267,16.8727,7555.69,58.7394,-0.127406,-90.8349,11.3465,-90.8349,-3.78479,1.89108,-13.0197,1087.05,1512.35,1699.27,1770.08,1800.08,1200.05,1180.05
Braking,479,3.53689,264.804,16.7457,7572.43,58.2712,-0.127406,-91.5532,11.2608,-91.5532,-3.81472,1.8768,-13.1226,1078.39,1512.16,1699.06,1769.86,1799.86,1199.9,1179.9
Braking,480,3.5632,268.367,16.6177,7589.05,57.7993,-0.127406,-92.2887,11.1749,-92.2887,-3.84536,1.86248,-13.2281,1069.66,1511.97,1698.84,1769.63,1799.63,1199.75,1179.75
Braking,481,3.5901,271.957,16.4886,7605.54,57.3235,-0.127406,-93.0423,11.0888,-93.0423,-3.87676,1.84814,-13.3361,1060.85,1511.77,1698.61,1769.39,1799.39,1199.59,1179.59
Braking,482,3.61762,275.575,16.3585,7621.9,56.8438,-0.127406,-93.8145,11.0025,-93.8145,-3.90894,1.83376,-13.4467,1051.97,1511.56,1698.38,1769.14,1799.14,1199.43,1179.43
Braking,483,3.64579,279.221,16.2274,7638.12,56.36,-0.127406,-94.6063,10.9161,-94.6063,-3.94193,1.81934,-13.5602,1043.02,1511.34,1698.14,1768.89,1798.89,1199.26,1179.26
Braking,484,3.67462,282.895,16.0951,7654.22,55.8721,-0.127406,-95.4184,10.8294,-95.4184,-3.97576,1.80489,-13.6766,1033.99,1511.12,1697.88,1768.63,1798.63,1199.09,1179.09
Braking,485,3.70414,286.599,15.9618,7670.18,55.3799,-0.127406,-96.2516,10.7425,-96.2516,-4.01049,1.79041,-13.7961,1024.88,1510.89,1697.62,1768.36,1798.36,1198.91,1178.91
Braking,486,3.73439,290.334,15.8273,7686.01,54.8833,-0.127406,-97.1071,10.6553,-97.1071,-4.04613,1.77589,-13.9187,1015.69,1510.65,1697.35,1768.08,1798.08,1198.72,1178.72
Braking,487,3.76538,294.099,15.6916,7701.7,54.3833,-0.127406,-97.7778,10.568,-97.7778,-4.07407,1.76133,-14.0148,1006.44,1507.22,1693.51,1764.07,1794.07,1196.05,1176.05
Braking,488,3.79716,297.896,15.5547,7717.25,53.8833,-0.127406,-97.7778,10.4806,-97.7778,-4.07407,1.74676,-14.0148,997.185,1493.36,1677.94,1747.85,1777.85,1185.23,1165.23
Braking,489,3.82975,301.726,15.4166,7732.67,53.3833,-0.127406,-97.7778,10.3937,-97.7778,-4.07407,1.73229,-14.0148,987.932,1479.51,1662.37,1731.63,1761.63,1174.42,1154.42
Braking,490,3.8632,305.589,15.2772,7747.95,52.8833,-0.127406,-97.7778,10.3074,-97.7778,-4.07407,1.71791,-14.0148,978.679,1465.65,1646.8,1715.41,1745.41,1163.61,1143.61
Braking,491,3.89753,309.487,15.1365,7763.08,52.3833,-0.127406,-97.7778,10.2217,-97.7778,-4.07407,1.70362,-14.0148,969.426,1451.79,1631.23,1699.19,1729.19,1152.8,1132.8
Braking,492,3.92445,313.411,14.9945,7778.08,51.8833,-0.127406,-97.7778,10.1365,-97.7778,-4.07407,1.68942,-14.0148,960.172,1437.93,1615.66,1682.98,1712.98,1141.98,1121.98
Braking,493,3.92445,317.336,14.8513,7792.93,51.3833,-0.127406,-97.7778,10.0519,-97.7778,-4.07407,1.67532,-14.0148,950.919,1424.08,1600.09,1666.76,1696.76,1131.17,1111.17
Braking,494,3.92445,321.26,14.708,7807.64,50.8833,-0.127406,-97.7778,9.96787,-97.7778,-4.07407,1.66131,-14.0148,941.666,1410.22,1584.52,1650.54,1680.54,1120.36,1100.36
Braking,495,3.92445,325.185,14.5646,7822.2,50.3833,-0.127406,-97.7778,9.88437,-97.7778,-4.07407,1.64739,-14.0148,932.413,1396.36,1568.95,1634.32,1664.32,1109.55,1089.55
Braking,496,3.92445,329.109,14.421,7836.62,49.8833,-0.127406,-97.7778,9.80143,-97.7778,-4.07407,1.63357,-14.0148,923.16,1382.5,1553.38,1618.1,1648.1,1098.73,1078.73
Braking,497,3.92445,333.034,14.2784,7850.9,49.3833,-0.127406,-97.7778,9.71904,-97.7778,-4.07407,1.61984,-14.0148,913.906,1368.65,1537.81,1601.88,1631.88,1087.92,1067.92
Braking,498,3.92445,336.958,14.1395,7865.04,48.8833,-0.127406,-97.7778,9.63721,-97.7778,-4.07407,1.6062,-14.0148,904.653,1354.79,1522.24,1585.66,1615.66,1077.11,1057.11
Braking,499,3.92445,340.882,14.0006,7879.04,48.3833,-0.127406,-97.7778,9.55595,-97.7778,-4.07407,1.59266,-14.0148,895.4,1340.93,1506.67,1569.44,1599.44,1066.3,1046.3
Braking,500,3.92445,344.807,13.8617,7892.9,47.8833,-0.127406,-97.7778,9.47523,-97.7778,-4.07407,1.57921,-14.0148,886.147,1327.08,1491.1,1553.22,1583.22,1055.48,1035.48
Braking,501,3.92445,348.731,13.7228,7906.63,47.3833,-0.127406,-97.7778,9.39508,-97.7778,-4.07407,1.56585,-14.0148,876.894,1313.22,1475.53,1537.01,1567.01,1044.67,1024.67
Braking,502,3.92445,352.656,13.5839,7920.21,46.8833,-0.127406,-97.7778,9.31548,-97.7778,-4.07407,1.55258,-14.0148,867.64,1299.36,1459.96,1520.79,1550.79,1033.86,1013.86
Braking,503,3.92445,356.58,13.445,7933.66,46.3833,-0.127406,-97.7778,9.23644,-97.7778,-4.07407,1.53941,-14.0148,858.387,1285.5,1444.39,1504.57,1534.57,1023.05,1003.05
Braking,504,3.92445,360.505,13.3062,7946.96,45.8833,-0.127406,-97.7778,9.15796,-97.7778,-4.07407,1.52633,-14.0148,849.134,1271.65,1428.82,1488.35,1518.35,1012.23,992.233
Braking,505,3.92445,364.429,13.1673,7960.13,45.3833,-0.127406,-97.7778,9.08004,-97.7778,-4.07407,1.51334,-14.0148,839.881,1257.79,1413.25,1472.13,1502.13,1001.42,981.42
Braking,506,3.92445,368.354,13.0284,7973.16,44.8833,-0.127406,-97.7778,9.00267,-97.7778,-4.07407,1.50045,-14.0148,830.628,1243.93,1397.68,1455.91,1485.91,990.608,970.608
Braking,507,3.92445,372.278,12.8895,7986.05,44.3833,-0.127406,-97.7778,8.92587,-97.7778,-4.07407,1.48764,-14.0148,821.374,1230.07,1382.11,1439.69,1469.69,979.795,959.795
Braking,508,3.92445,376.202,12.7506,7998.8,43.8833,-0.127406,-97.7778,8.84962,-97.7778,-4.07407,1.47494,-14.0148,812.121,1216.22,1366.54,1423.47,1453.47,968.983,948.983
Braking,509,3.92445,380.127,12.6117,8011.41,43.3833,-0.127406,-97.7778,8.77392,-97.7778,-4.07407,1.46232,-14.0148,802.868,1202.36,1350.96,1407.26,1437.26,958.17,938.17
Braking,510,3.92445,384.051,12.4728,8023.88,42.8833,-0.127406,-97.7778,8.69879,-97.7778,-4.07407,1.4498,-14.0148,793.615,1188.5,1335.39,1391.04,1421.04,947.358,927.358
Braking,511,3.92445,387.976,12.3339,8036.22,42.3833,-0.127406,-97.7778,8.62421,-97.7778,-4.07407,1.43737,-14.0148,784.362,1174.64,1319.82,1374.82,1404.82,936.545,916.545
Braking,512,3.92445,391.9,12.195,8048.41,41.8833,-0.127406,-97.7778,8.55019,-97.7778,-4.07407,1.42503,-14.0148,775.108,1160.79,1304.25,1358.6,1388.6,925.732,905.732
Braking,513,3.92445,395.825,12.0562,8060.47,41.3833,-0.127406,-97.7778,8.47673,-97.7778,-4.07407,1.41279,-14.0148,765.855,1146.93,1288.68,1342.38,1372.38,914.92,894.92
Braking,514,3.92445,399.749,11.9173,8072.38,40.8833,-0.127406,-97.7778,8.40382,-97.7778,-4.07407,1.40064,-14.0148,756.602,1133.07,1273.11,1326.16,1356.16,904.107,884.107
Braking,515,3.92445,403.674,11.7784,8084.16,40.3833,-0.127406,-97.7778,8.33148,-97.7778,-4.07407,1.38858,-14.0148,747.349,1119.21,1257.54,1309.94,1339.94,893.295,873.295
Braking,516,3.92445,407.598,11.6395,8095.8,39.8833,-0.127406,-97.7778,8.25969,-97.7778,-4.07407,1.37661,-14.0148,738.096,1105.36,1241.97,1293.72,1323.72,882.482,862.482
Braking,517,3.92445,411.523,11.5006,8107.3,39.3833,-0.127406,-97.7778,8.18845,-97.7778,-4.07407,1.36474,-14.0148,728.843,1091.5,1226.4,1277.5,1307.5,871.67,851.67
Braking,518,3.92445,415.447,11.3617,8118.66,38.8833,-0.127406,-97.7778,8.11778,-97.7778,-4.07407,1.35296,-14.0148,719.589,1077.64,1210.83,1261.29,1291.29,860.857,840.857
Braking,519,3.92445,419.371,11.2228,8129.89,38.3833,-0.127406,-97.7778,8.04766,-97.7778,-4.07407,1.34128,-14.0148,710.336,1063.78,1195.26,1245.07,1275.07,850.044,830.044
Braking,520,3.92445,423.296,11.0839,8140.97,37.8833,-0.127406,-97.7778,7.9781,-97.7778,-4.07407,1.32968,-14.0148,701.083,1049.93,1179.69,1228.85,1258.85,839.232,819.232
Braking,521,3.92445,427.22,10.945,8151.92,37.3833,-0.127406,-97.7778,7.9091,-97.7778,-4.07407,1.31818,-14.0148,691.83,1036.07,1164.12,1212.63,1242.63,828.419,808.419
Braking,522,3.92445,431.145,10.8062,8162.72,36.8833,-0.127406,-97.7778,7.84066,-97.7778,-4.07407,1.30678,-14.0148,682.577,1022.21,1148.55,1196.41,1226.41,817.607,797.607
Braking,523,3.92445,435.069,10.6673,8173.39,36.3833,-0.127406,-97.7778,7.77277,-97.7778,-4.07407,1.29546,-14.0148,673.323,1008.36,1132.98,1180.19,1210.19,806.794,786.794
Braking,524,3.92445,438.994,10.5284,8183.92,35.8833,-0.127406,-97.7778,7.70544,-97.7778,-4.07407,1.28424,-14.0148,664.07,994.498,1117.41,1163.97,1193.97,795.982,775.982
Braking,525,3.92445,442.918,10.3895,8194.31,35.3833,-0.127406,-97.7778,7.63867,-97.7778,-4.07407,1.27311,-14.0148,654.817,980.641,1101.84,1147.75,1177.75,785.169,765.169
Braking,526,3.92445,446.843,10.2506,8204.56,34.8833,-0.127406,-97.7778,7.57246,-97.7778,-4.07407,1.26208,-14.0148,645.564,966.783,1086.27,1131.53,1161.53,774.356,754.356
Braking,527,3.92445,450.767,10.1117,8214.67,34.3833,-0.127406,-97.7778,7.5068,-97.7778,-4.07407,1.25113,-14.0148,636.311,952.926,1070.7,1115.32,1145.32,763.544,743.544
Braking,528,3.92445,454.692,9.97283,8224.64,33.8833,-0.127406,-97.7778,7.4417,-97.7778,-4.07407,1.24028,-14.0148,627.057,939.068,1055.13,1099.1,1129.1,752.731,732.731
Braking,529,3.92445,458.616,9.83394,8234.48,33.3833,-0.127406,-97.7778,7.37716,-97.7778,-4.07407,1.22953,-14.0148,617.804,925.211,1039.56,1082.88,1112.88,741.919,721.919
Braking,530,3.92445,462.54,9.69505,8244.17,32.8833,-0.127406,-97.7778,7.31318,-97.7778,-4.07407,1.21886,-14.0148,608.551,911.354,1023.99,1066.66,1096.66,731.106,711.106
Braking,531,3.92445,466.465,9.55616,8253.73,32.3833,-0.127406,-97.7778,7.24976,-97.7778,-4.07407,1.20829,-14.0148,599.298,897.496,1008.42,1050.44,1080.44,720.293,700.293
Braking,532,3.92445,470.389,9.41727,8263.15,31.8833,-0.127406,-97.7778,7.18689,-97.7778,-4.07407,1.19781,-14.0148,590.045,883.639,992.853,1034.22,1064.22,709.481,689.481
Braking,533,3.92445,474.314,9.27838,8272.42,31.3833,-0.127406,-97.7778,7.12458,-97.7778,-4.07407,1.18743,-14.0148,580.791,869.781,977.282,1018,1048,698.668,678.668
Braking,534,3.92445,478.238,9.13949,8281.56,30.8833,-0.127406,-97.7778,7.06283,-97.7778,-4.07407,1.17714,-14.0148,571.538,855.924,961.712,1001.78,1031.78,687.856,667.856
Braking,535,3.92445,482.163,9.00061,8290.56,30.3833,-0.127406,-97.7778,7.00163,-97.7778,-4.07407,1.16694,-14.0148,562.285,842.067,946.142,985.565,1015.56,677.043,657.043
Braking,536,3.92445,486.087,8.86172,8299.43,29.8833,-0.127406,-97.7778,6.94099,-97.7778,-4.07407,1.15683,-14.0148,553.032,828.209,930.572,969.346,999.346,666.231,646.231
Braking,537,3.92445,490.012,8.72283,8308.15,29.3833,-0.127406,-97.7778,6.88091,-97.7778,-4.07407,1.14682,-14.0148,543.779,814.352,915.002,953.127,983.127,655.418,635.418
Braking,538,3.92445,493.936,8.58394,8316.73,28.8833,-0.127406,-97.7778,6.82139,-97.7778,-4.07407,1.1369,-14.0148,534.525,800.494,899.432,936.908,966.908,644.605,624.605
Braking,539,3.92445,497.86,8.44505,8325.18,28.3833,-0.127406,-97.7778,6.76243,-97.7778,-4.07407,1.12707,-14.0148,525.272,786.637,883.862,920.689,950.689,633.793,613.793
Braking,540,3.92445,501.785,8.30616,8333.48,27.8833,-0.127406,-97.7778,6.70402,-97.7778,-4.07407,1.11734,-14.0148,516.019,772.78,868.292,904.471,934.471,622.98,602.98
Braking,541,3.92445,505.709,8.16727,8341.65,27.3833,-0.127406,-97.7778,6.64617,-97.7778,-4.07407,1.1077,-14.0148,506.766,758.922,852.722,888.252,918.252,612.168,592.168
Braking,542,3.92445,509.634,8.02838,8349.68,26.8833,-0.127406,-97.7778,6.58888,-97.7778,-4.07407,1.09815,-14.0148,497.513,745.065,837.151,872.033,902.033,601.355,581.355
Braking,543,3.92445,513.558,7.88949,8357.57,26.3833,-0.127406,-97.7778,6.53215,-97.7778,-4.07407,1.08869,-14.0148,488.259,731.207,821.581,855.814,885.814,590.543,570.543
Braking,544,3.92445,517.483,7.75061,8365.32,25.8833,-0.127406,-97.7778,6.47597,-97.7778,-4.07407,1.07933,-14.0148,479.006,717.35,806.011,839.595,869.595,579.73,559.73
Braking,545,3.92445,521.407,7.61172,8372.93,25.3833,-0.127406,-97.7778,6.42035,-97.7778,-4.07407,1.07006,-14.0148,469.753,703.493,790.441,823.376,853.376,568.917,548.917
Braking,546,3.92445,525.332,7.47283,8380.4,24.8833,-0.127406,-97.7778,6.36529,-97.7778,-4.07407,1.06088,-14.0148,460.5,689.635,774.871,807.157,837.157,558.105,538.105
Braking,547,3.92445,529.256,7.33394,8387.74,24.3833,-0.127406,-97.7778,6.31079,-97.7778,-4.07407,1.0518,-14.0148,451.247,675.778,759.301,790.938,820.938,547.292,527.292
Braking,548,3.92445,533.181,7.19505,8394.93,23.8833,-0.127406,-97.7778,6.25684,-97.7778,-4.07407,1.04281,-14.0148,441.994,661.92,743.731,774.72,804.72,536.48,516.48
Braking,549,3.92445,537.105,7.05616,8401.99,23.3833,-0.127406,-97.7778,6.20345,-97.7778,-4.07407,1.03391,-14.0148,432.74,648.063,728.161,758.501,788.501,525.667,505.667
Braking,550,3.92445,541.029,6.91727,8408.91,22.8833,-0.127406,-97.7778,6.15062,-97.7778,-4.07407,1.0251,-14.0148,423.487,634.206,712.591,742.282,772.282,514.855,494.855
Braking,551,3.92445,544.954,6.77838,8415.68,22.3833,-0.127406,-97.7778,6.09835,-97.7778,-4.07407,1.01639,-14.0148,414.234,620.348,697.021,726.063,756.063,504.042,484.042
Braking,552,3.92445,548.878,6.63949,8422.32,21.8833,-0.127406,-97.7778,6.04664,-97.7778,-4.07407,1.00777,-14.0148,404.981,606.491,681.45,709.844,739.844,493.229,473.229
Braking,553,3.92445,552.803,6.50061,8428.83,21.3833,-0.127406,-97.7778,5.99548,-97.7778,-4.07407,0.999246,-14.0148,395.728,592.633,665.88,693.625,723.625,482.417,462.417
Braking,554,3.92445,556.727,6.36172,8435.19,20.8833,-0.127406,-97.7778,5.94488,-97.7778,-4.07407,0.990813,-14.0148,386.474,578.776,650.31,677.406,707.406,471.604,451.604
Braking,555,3.92445,560.652,6.22283,8441.41,20.3833,-0.127406,-97.7778,5.89484,-97.7778,-4.07407,0.982473,-14.0148,377.221,564.919,634.74,661.188,691.188,460.792,440.792
Braking,556,3.92445,564.576,6.08394,8447.49,19.8833,-0.127406,-97.7778,5.84535,-97.7778,-4.07407,0.974225,-14.0148,367.968,551.061,619.17,644.969,674.969,449.979,429.979
Braking,557,3.92445,568.501,5.94505,8453.44,19.3833,-0.127406,-97.7778,5.79642,-97.7778,-4.07407,0.966071,-14.0148,358.715,537.204,603.6,628.75,658.75,439.167,419.167
Braking,558,3.92445,572.425,5.80616,8459.24,18.8833,-0.127406,-97.7778,5.74805,-97.7778,-4.07407,0.958009,-14.0148,349.462,523.346,588.03,612.531,642.531,428.354,408.354
Braking,559,3.92445,576.35,5.66727,8464.91,18.3833,-0.127406,-97.7778,5.70024,-97.7778,-4.07407,0.95004,-14.0148,340.208,509.489,572.46,596.312,626.312,417.541,397.541
Braking,560,3.92445,580.274,5.52838,8470.44,17.8833,-0.127406,-97.7778,5.65299,-97.7778,-4.07407,0.942165,-14.0148,330.955,495.632,556.89,580.093,610.093,406.729,386.729
Braking,561,3.92445,584.198,5.38949,8475.83,17.3833,-0.127406,-97.7778,5.60629,-97.7778,-4.07407,0.934382,-14.0148,321.702,481.774,541.319,563.874,593.874,395.916,375.916
Braking,562,3.92445,588.123,5.25061,8481.08,16.8833,-0.127406,-97.7778,5.56015,-97.7778,-4.07407,0.926692,-14.0148,312.449,467.917,525.749,547.656,577.656,385.104,365.104
Braking,563,3.92445,592.047,5.11172,8486.19,16.3833,-0.127406,-97.7778,5.51457,-97.7778,-4.07407,0.919095,-14.0148,303.196,454.06,510.179,531.437,561.437,374.291,354.291
Braking,564,3.92445,595.972,4.97283,8491.17,15.8833,-0.127406,-97.7778,5.46955,-97.7778,-4.07407,0.911591,-14.0148,293.942,440.202,494.609,515.218,545.218,363.479,343.479
Braking,565,3.92445,599.896,4.83394,8496,15.3833,-0.127406,-97.7778,5.42508,-97.7778,-4.07407,0.90418,-14.0148,284.689,426.345,479.039,498.999,528.999,352.666,332.666
Braking,566,3.92445,603.821,4.69505,8500.69,14.8833,-0.127406,-97.7778,5.38117,-97.7778,-4.07407,0.896862,-14.0148,275.436,412.487,463.469,482.78,512.78,341.853,321.853
Braking,567,3.92445,607.745,4.55616,8505.25,14.3833,-0.127406,-97.7778,5.33782,-97.7778,-4.07407,0.889637,-14.0148,266.183,398.63,447.899,466.561,496.561,331.041,311.041
Braking,568,3.92445,611.67,4.41727,8509.67,13.8833,-0.127406,-97.7778,5.29503,-97.7778,-4.07407,0.882505,-14.0148,256.93,384.773,432.329,450.342,480.342,320.228,300.228
Braking,569,3.92445,615.594,4.27838,8513.95,13.3833,-0.127406,-97.7778,5.25279,-97.7778,-4.07407,0.875465,-14.0148,247.676,370.915,416.759,434.124,464.124,309.416,289.416
Braking,570,3.92445,619.519,4.13949,8518.09,12.8833,-0.127406,-97.7778,5.21111,-97.7778,-4.07407,0.868519,-14.0148,238.423,357.058,401.188,417.905,447.905,298.603,278.603
Braking,571,3.92445,623.443,4.00061,8522.09,12.3833,-0.127406,-97.7778,5.16999,-97.7778,-4.07407,0.861665,-14.0148,229.17,343.2,385.618,401.686,431.686,287.791,267.791
Braking,572,3.92445,627.367,3.86172,8525.95,11.8833,-0.127406,-97.7778,5.12943,-97.7778,-4.07407,0.854905,-14.0148,219.917,329.343,370.048,385.467,415.467,276.978,256.978
Braking,573,3.92445,631.292,3.72283,8529.67,11.3833,-0.127406,-97.7778,5.08942,-97.7778,-4.07407,0.848237,-14.0148,210.664,315.486,354.478,369.248,399.248,266.165,246.165
Braking,574,3.92445,635.216,3.58394,8533.25,10.8833,-0.127406,-97.7778,5.04998,-97.7778,-4.07407,0.841663,-14.0148,201.41,301.628,338.908,353.029,383.029,255.353,235.353
Braking,575,3.92445,639.141,3.44505,8536.7,10.3833,-0.127406,-97.7778,5.01109,-97.7778,-4.07407,0.835181,-14.0148,192.157,287.771,323.338,336.81,366.81,244.54,224.54
Braking,576,3.92445,643.065,3.30616,8540.01,9.88329,-0.127406,-97.7778,4.97275,-97.7778,-4.07407,0.828792,-14.0148,182.904,273.913,307.768,320.592,350.592,233.728,213.728
Braking,577,3.92445,646.99,3.16727,8543.17,9.38329,-0.127406,-97.7778,4.93498,-97.7778,-4.07407,0.822497,-14.0148,173.651,260.056,292.198,304.373,334.373,222.915,202.915
Braking,578,3.92445,650.914,3.02838,8546.2,8.88329,-0.127406,-97.7778,4.89776,-97.7778,-4.07407,0.816294,-14.0148,164.398,246.199,276.628,288.154,318.154,212.103,192.103
Braking,579,3.92445,654.839,2.88949,8549.09,8.38329,-0.127406,-97.7778,4.8611,-97.7778,-4.07407,0.810184,-14.0148,155.144,232.341,261.058,271.935,301.935,201.29,181.29
Braking,580,3.92445,658.763,2.75061,8551.84,7.88329,-0.127406,-97.7778,4.825,-97.7778,-4.07407,0.804167,-14.0148,145.891,218.484,245.487,255.716,285.716,190.477,170.477
Braking,581,3.92445,662.687,2.61172,8554.45,7.38329,-0.127406,-97.7778,4.78946,-97.7778,-4.07407,0.798243,-14.0148,136.638,204.626,229.917,239.497,269.497,179.665,159.665
Braking,582,3.92445,666.612,2.47283,8556.93,6.88329,-0.127406,-97.7778,4.75447,-97.7778,-4.07407,0.792412,-14.0148,127.385,190.769,214.347,223.278,253.278,168.852,148.852
Braking,583,3.92445,670.536,2.33394,8559.26,6.38329,-0.127406,-97.7778,4.72004,-97.7778,-4.07407,0.786674,-14.0148,118.132,176.912,198.777,207.059,237.059,158.04,138.04
Braking,584,3.92445,674.461,2.19505,8561.45,5.88329,-0.127406,-97.7778,4.68617,-97.7778,-4.07407,0.781028,-14.0148,108.879,163.054,183.207,190.841,220.841,147.227,127.227
Braking,585,3.92445,678.385,2.05616,8563.51,5.38329,-0.127406,-97.7778,4.65286,-97.7778,-4.07407,0.775476,-14.0148,99.6253,149.197,167.637,174.622,204.622,136.415,116.415
Braking,586,3.92445,682.31,1.91727,8565.43,4.88329,-0.127406,-97.7778,4.6201,-97.7778,-4.07407,0.770017,-14.0148,90.3721,135.339,152.067,158.403,188.403,125.602,105.602
Braking,587,3.92445,686.234,1.77838,8567.21,4.38329,-0.127406,-97.7778,4.5879,-97.7778,-4.07407,0.76465,-14.0148,81.1189,121.482,136.497,142.184,172.184,114.789,94.7894
Braking,588,3.92445,690.159,1.63949,8568.85,3.88329,-0.127406,-97.7778,4.55626,-97.7778,-4.07407,0.759377,-14.0148,71.8657,107.625,120.927,125.965,155.965,103.977,83.9768
Braking,589,3.92445,694.083,1.50061,8570.35,3.38329,-0.127406,-97.7778,4.52518,-97.7778,-4.07407,0.754196,-14.0148,62.6125,93.7672,105.356,109.746,139.746,93.1642,73.1642
Braking,590,3.92445,698.008,1.36172,8571.71,2.88329,-0.127406,-97.7778,4.49465,-97.7778,-4.07407,0.749109,-14.0148,53.3593,79.9099,89.7864,93.5275,123.527,82.3516,62.3516
