Phase,Iteration,Time,Speed,Acceleration,F Motor,F Res,F Total,F Motor/TM,F Res/TM,Torque,RPM,P_wheel,P_motor Out,P_motor In,P_vvvf, P_catenary,Catenary current,VVVF current
Braking,541,270.5,24.8833,-1,-97.7778,6.36529,-97.7778,-4.07407,1.06088,-14.0148,460.5,675.843,689.635,774.871,807.157,837.157,558.105,538.105
Braking,542,271,24.3833,-1,-97.7778,6.31079,-97.7778,-4.07407,1.0518,-14.0148,451.247,662.262,675.778,759.301,790.938,820.938,547.292,527.292
Braking,543,271.5,23.8833,-1,-97.7778,6.25684,-97.7778,-4.07407,1.04281,-14.0148,441.994,648.682,661.92,743.731,774.72,804.72,536.48,516.48
Braking,544,272,23.3833,-1,-97.7778,6.20345,-97.7778,-4.07407,1.03391,-14.0148,432.74,635.102,648.063,728.161,758.501,788.501,525.667,505.667
Braking,545,272.5,22.8833,-1,-97.7778,6.15062,-97.7778,-4.07407,1.0251,-14.0148,423.487,621.522,634.206,712.591,742.282,772.282,514.855,494.855
Braking,546,273,22.3833,-1,-97.7778,6.09835,-97.7778,-4.07407,1.01639,-14.0148,414.234,607.941,620.348,697.021,726.063,756.063,504.042,484.042
Braking,547,273.5,21.8833,-1,-97.7778,6.04664,-97.7778,-4.07407,1.00777,-14.0148,404.981,594.361,606.491,681.45,709.844,739.844,493.229,473.229
Braking,548,274,21.3833,-1,-97.7778,5.99548,-97.7778,-4.07407,0.999246,-14.0148,395.728,580.781,592.633,665.88,693.625,723.625,482.417,462.417
Braking,549,274.5,20.8833,-1,-97.7778,5.94488,-97.7778,-4.07407,0.990813,-14.0148,386.474,567.201,578.776,650.31,677.406,707.406,471.604,451.604
Braking,550,275,20.3833,-1,-97.7778,5.89484,-97.7778,-4.07407,0.982473,-14.0148,377.221,553.62,564.919,634.74,661.188,691.188,460.792,440.792
Braking,551,275.5,19.8833,-1,-97.7778,5.84535,-97.7778,-4.07407,0.974225,-14.0148,367.968,540.04,551.061,619.17,644.969,674.969,449.979,429.979
Braking,552,276,19.3833,-1,-97.7778,5.79642,-97.7778,-4.07407,0.966071,-14.0148,358.715,526.46,537.204,603.6,628.75,658.75,439.167,419.167
Braking,553,276.5,18.8833,-1,-97.7778,5.74805,-97.7778,-4.07407,0.958009,-14.0148,349.462,512.88,523.346,588.03,612.531,642.531,428.354,408.354
Braking,554,277,18.3833,-1,-97.7778,5.70024,-97.7778,-4.07407,0.95004,-14.0148,340.208,499.299,509.489,572.46,596.312,626.312,417.541,397.541
Braking,555,277.5,17.8833,-1,-97.7778,5.65299,-97.7778,-4.07407,0.942165,-14.0148,330.955,485.719,495.632,556.89,580.093,610.093,406.729,386.729
Braking,556,278,17.3833,-1,-97.7778,5.60629,-97.7778,-4.07407,0.934382,-14.0148,321.702,472.139,481.774,541.319,563.874,593.874,395.916,375.916
Braking,557,278.5,16.8833,-1,-97.7778,5.56015,-97.7778,-4.07407,0.926692,-14.0148,312.449,458.559,467.917,525.749,547.656,577.656,385.104,365.104
Braking,558,279,16.3833,-1,-97.7778,5.51457,-97.7778,-4.07407,0.919095,-14.0148,303.196,444.978,454.06,510.179,531.437,561.437,374.291,354.291
Braking,559,279.5,15.8833,-1,-97.7778,5.46955,-97.7778,-4.07407,0.911591,-14.0148,293.942,431.398,440.202,494.609,515.218,545.218,363.479,343.479
Braking,560,280,15.3833,-1,-97.7778,5.42508,-97.7778,-4.07407,0.90418,-14.0148,284.689,417.818,426.345,479.039,498.999,528.999,352.666,332.666
Braking,561,280.5,14.8833,-1,-97.7778,5.38117,-97.7778,-4.07407,0.896862,-14.0148,275.436,404.238,412.487,463.469,482.78,512.78,341.853,321.853
Braking,562,281,14.3833,-1,-97.7778,5.33782,-97.7778,-4.07407,0.889637,-14.0148,266.183,390.657,398.63,447.899,466.561,496.561,331.041,311.041
Braking,563,281.5,13.8833,-1,-97.7778,5.29503,-97.7778,-4.07407,0.882505,-14.0148,256.93,377.077,384.773,432.329,450.342,480.342,320.228,300.228
Braking,564,282,13.3833,-1,-97.7778,5.25279,-97.7778,-4.07407,0.875465,-14.0148,247.676,363.497,370.915,416.759,434.124,464.124,309.416,289.416
Braking,565,282.5,12.8833,-1,-97.7778,5.21111,-97.7778,-4.07407,0.868519,-14.0148,238.423,349.917,357.058,401.188,417.905,447.905,298.603,278.603
Braking,566,283,12.3833,-1,-97.7778,5.16999,-97.7778,-4.07407,0.861665,-14.0148,229.17,336.336,343.2,385.618,401.686,431.686,287.791,267.791
Braking,567,283.5,11.8833,-1,-97.7778,5.12943,-97.7778,-4.07407,0.854905,-14.0148,219.917,322.756,329.343,370.048,385.467,415.467,276.978,256.978
Braking,568,284,11.3833,-1,-97.7778,5.08942,-97.7778,-4.07407,0.848237,-14.0148,210.664,309.176,315.486,354.478,369.248,399.248,266.165,246.165
Braking,569,284.5,10.8833,-1,-97.7778,5.04998,-97.7778,-4.07407,0.841663,-14.0148,201.41,295.596,301.628,338.908,353.029,383.029,255.353,235.353
Braking,570,285,10.3833,-1,-97.7778,5.01109,-97.7778,-4.07407,0.835181,-14.0148,192.157,282.015,287.771,323.338,336.81,366.81,244.54,224.54
Braking,571,285.5,9.88329,-1,-97.7778,4.97275,-97.7778,-4.07407,0.828792,-14.0148,182.904,268.435,273.913,307.768,320.592,350.592,233.728,213.728
Braking,572,286,9.38329,-1,-97.7778,4.93498,-97.7778,-4.07407,0.822497,-14.0148,173.651,254.855,260.056,292.198,304.373,334.373,222.915,202.915
Braking,573,286.5,8.88329,-1,-97.7778,4.89776,-97.7778,-4.07407,0.816294,-14.0148,164.398,241.275,246.199,276.628,288.154,318.154,212.103,192.103
Braking,574,287,8.38329,-1,-97.7778,4.8611,-97.7778,-4.07407,0.810184,-14.0148,155.144,227.694,232.341,261.058,271.935,301.935,201.29,181.29
Braking,575,287.5,7.88329,-1,-97.7778,4.825,-97.7778,-4.07407,0.804167,-14.0148,145.891,214.114,218.484,245.487,255.716,285.716,190.477,170.477
Braking,576,288,7.38329,-1,-97.7778,4.78946,-97.7778,-4.07407,0.798243,-14.0148,136.638,200.534,204.626,229.917,239.497,269.497,179.665,159.665
Braking,577,288.5,6.88329,-1,-97.7778,4.75447,-97.7778,-4.07407,0.792412,-14.0148,127.385,186.954,190.769,214.347,223.278,253.278,168.852,148.852
Braking,578,289,6.38329,-1,-97.7778,4.72004,-97.7778,-4.07407,0.786674,-14.0148,118.132,173.373,176.912,198.777,207.059,237.059,158.04,138.04
Braking,579,289.5,5.88329,-1,-97.7778,4.68617,-97.7778,-4.07407,0.781028,-14.0148,108.879,159.793,163.054,183.207,190.841,220.841,147.227,127.227
Braking,580,290,5.38329,-1,-97.7778,4.65286,-97.7778,-4.07407,0.775476,-14.0148,99.6253,146.213,149.197,167.637,174.622,204.622,136.415,116.415
Braking,581,290.5,4.88329,-1,-97.7778,4.6201,-97.7778,-4.07407,0.770017,-14.0148,90.3721,132.633,135.339,152.067,158.403,188.403,125.602,105.602
Braking,582,291,4.38329,-1,-97.7778,4.5879,-97.7778,-4.07407,0.76465,-14.0148,81.1189,119.052,121.482,136.497,142.184,172.184,114.789,94.7894
Braking,583,291.5,3.88329,-1,-97.7778,4.55626,-97.7778,-4.07407,0.759377,-14.0148,71.8657,105.472,107.625,120.927,125.965,155.965,103.977,83.9768
Braking,584,292,3.38329,-1,-97.7778,4.52518,-97.7778,-4.07407,0.754196,-14.0148,62.6125,91.8919,93.7672,105.356,109.746,139.746,93.1642,73.1642
Braking,585,292.5,2.88329,-1,-97.7778,4.49465,-97.7778,-4.07407,0.749109,-14.0148,53.3593,78.3117,79.9099,89.7864,93.5275,123.527,82.3516,62.3516
Braking,586,293,2.38329,-1,-97.7778,4.46468,-97.7778,-4.07407,0.744114,-14.0148,44.1061,64.7314,66.0525,74.2162,77.3086,107.309,71.5391,51.5391
Braking,587,293.5,1.88329,-1,-97.7778,4.43527,-97.7778,-4.07407,0.739212,-14.0148,34.8529,51.1512,52.1951,58.6461,61.0897,91.0897,60.7265,40.7265
Braking,588,294,1.38329,-1,-97.7778,4.40642,-97.7778,-4.07407,0.734403,-14.0148,25.5998,37.5709,38.3377,43.076,44.8709,74.8709,49.9139,29.9139
Braking,589,294.5,0.883293,-1,-97.7778,4.37812,-97.7778,-4.07407,0.729687,-14.0148,16.3466,23.9907,24.4803,27.5059,28.652,58.652,39.1013,19.1013
Braking,590,295,0.383293,-1,-97.7778,4.35039,-97.7778,-4.07407,0.725065,-14.0148,7.09337,10.4104,10.6229,11.9358,12.4331,42.4331,28.2888,8.28876
